instruction : push / register data :R0 = 0x0, R1 = 0x0, R2 = 0x0, R3 = 0x0, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x80000000, IP = 0x0, SP = 0x80000000, LR = 0x8018, PC = 0x8514, CPSR = 0x400001d3 / modified register : ['sp'] / memory data : \x0\x48\x2d\xe9
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x86f4, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \x10\x30\x83\xe2
instruction : cmp / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x86f8, CPSR = 0x800001d3 / modified register : ['cpsr'] / memory data : \x8\x0\x53\xe1
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x86fc, CPSR = 0x800001d3 / modified register : [] / memory data : \x10\x70\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x8700, CPSR = 0x800001d3 / modified register : [] / memory data : \xc\x60\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x8704, CPSR = 0x800001d3 / modified register : [] / memory data : \x8\x50\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x8708, CPSR = 0x800001d3 / modified register : [] / memory data : \x4\x40\xe\xe5
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x870c, CPSR = 0x800001d3 / modified register : ['lr'] / memory data : \x10\xe0\x8e\xe2
instruction : bne / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x8710, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \xf3\xff\xff\x1a
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x86e4, CPSR = 0x800001d3 / modified register : ['r7'] / memory data : \x10\x70\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x86e8, CPSR = 0x800001d3 / modified register : ['r6'] / memory data : \xc\x60\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x7, R6 = 0x3, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x86ec, CPSR = 0x800001d3 / modified register : ['r5'] / memory data : \x8\x50\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x31, R6 = 0x3, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x86f0, CPSR = 0x800001d3 / modified register : ['r4'] / memory data : \x4\x40\x13\xe5
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x6, R5 = 0x31, R6 = 0x3, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x86f4, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \x10\x30\x83\xe2
instruction : cmp / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x6, R5 = 0x31, R6 = 0x3, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x86f8, CPSR = 0x800001d3 / modified register : ['cpsr'] / memory data : \x8\x0\x53\xe1
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x6, R5 = 0x31, R6 = 0x3, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x86fc, CPSR = 0x800001d3 / modified register : [] / memory data : \x10\x70\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x6, R5 = 0x31, R6 = 0x3, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x8700, CPSR = 0x800001d3 / modified register : [] / memory data : \xc\x60\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x6, R5 = 0x31, R6 = 0x3, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x8704, CPSR = 0x800001d3 / modified register : [] / memory data : \x8\x50\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x6, R5 = 0x31, R6 = 0x3, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x8708, CPSR = 0x800001d3 / modified register : [] / memory data : \x4\x40\xe\xe5
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x6, R5 = 0x31, R6 = 0x3, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff94, PC = 0x870c, CPSR = 0x800001d3 / modified register : ['lr'] / memory data : \x10\xe0\x8e\xe2
instruction : bne / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x6, R5 = 0x31, R6 = 0x3, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x8710, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \xf3\xff\xff\x1a
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x6, R5 = 0x31, R6 = 0x3, R7 = 0x1, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x86e4, CPSR = 0x800001d3 / modified register : ['r7'] / memory data : \x10\x70\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x6, R5 = 0x31, R6 = 0x3, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x86e8, CPSR = 0x800001d3 / modified register : ['r6'] / memory data : \xc\x60\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x6, R5 = 0x31, R6 = 0x30, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x86ec, CPSR = 0x800001d3 / modified register : ['r5'] / memory data : \x8\x50\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x6, R5 = 0x10, R6 = 0x30, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x86f0, CPSR = 0x800001d3 / modified register : ['r4'] / memory data : \x4\x40\x13\xe5
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d6c, R4 = 0x11, R5 = 0x10, R6 = 0x30, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x86f4, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \x10\x30\x83\xe2
instruction : cmp / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x11, R5 = 0x10, R6 = 0x30, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x86f8, CPSR = 0x800001d3 / modified register : ['cpsr'] / memory data : \x8\x0\x53\xe1
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x11, R5 = 0x10, R6 = 0x30, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x86fc, CPSR = 0x800001d3 / modified register : [] / memory data : \x10\x70\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x11, R5 = 0x10, R6 = 0x30, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x8700, CPSR = 0x800001d3 / modified register : [] / memory data : \xc\x60\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x11, R5 = 0x10, R6 = 0x30, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x8704, CPSR = 0x800001d3 / modified register : [] / memory data : \x8\x50\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x11, R5 = 0x10, R6 = 0x30, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x8708, CPSR = 0x800001d3 / modified register : [] / memory data : \x4\x40\xe\xe5
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x11, R5 = 0x10, R6 = 0x30, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffa4, PC = 0x870c, CPSR = 0x800001d3 / modified register : ['lr'] / memory data : \x10\xe0\x8e\xe2
instruction : bne / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x11, R5 = 0x10, R6 = 0x30, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x8710, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \xf3\xff\xff\x1a
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x11, R5 = 0x10, R6 = 0x30, R7 = 0x55, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x86e4, CPSR = 0x800001d3 / modified register : ['r7'] / memory data : \x10\x70\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x11, R5 = 0x10, R6 = 0x30, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x86e8, CPSR = 0x800001d3 / modified register : ['r6'] / memory data : \xc\x60\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x11, R5 = 0x10, R6 = 0x13, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x86ec, CPSR = 0x800001d3 / modified register : ['r5'] / memory data : \x8\x50\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x11, R5 = 0x14, R6 = 0x13, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x86f0, CPSR = 0x800001d3 / modified register : ['r4'] / memory data : \x4\x40\x13\xe5
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d7c, R4 = 0x15, R5 = 0x14, R6 = 0x13, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x86f4, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \x10\x30\x83\xe2
instruction : cmp / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x15, R5 = 0x14, R6 = 0x13, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x86f8, CPSR = 0x800001d3 / modified register : ['cpsr'] / memory data : \x8\x0\x53\xe1
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x15, R5 = 0x14, R6 = 0x13, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x86fc, CPSR = 0x800001d3 / modified register : [] / memory data : \x10\x70\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x15, R5 = 0x14, R6 = 0x13, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x8700, CPSR = 0x800001d3 / modified register : [] / memory data : \xc\x60\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x15, R5 = 0x14, R6 = 0x13, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x8704, CPSR = 0x800001d3 / modified register : [] / memory data : \x8\x50\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x15, R5 = 0x14, R6 = 0x13, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x8708, CPSR = 0x800001d3 / modified register : [] / memory data : \x4\x40\xe\xe5
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x15, R5 = 0x14, R6 = 0x13, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffb4, PC = 0x870c, CPSR = 0x800001d3 / modified register : ['lr'] / memory data : \x10\xe0\x8e\xe2
instruction : bne / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x15, R5 = 0x14, R6 = 0x13, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x8710, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \xf3\xff\xff\x1a
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x15, R5 = 0x14, R6 = 0x13, R7 = 0x12, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x86e4, CPSR = 0x800001d3 / modified register : ['r7'] / memory data : \x10\x70\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x15, R5 = 0x14, R6 = 0x13, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x86e8, CPSR = 0x800001d3 / modified register : ['r6'] / memory data : \xc\x60\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x15, R5 = 0x14, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x86ec, CPSR = 0x800001d3 / modified register : ['r5'] / memory data : \x8\x50\x13\xe5
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x15, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x86f0, CPSR = 0x800001d3 / modified register : ['r4'] / memory data : \x4\x40\x13\xe5
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d8c, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x86f4, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \x10\x30\x83\xe2
instruction : cmp / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d9c, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x86f8, CPSR = 0x800001d3 / modified register : ['cpsr'] / memory data : \x8\x0\x53\xe1
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d9c, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x86fc, CPSR = 0x600001d3 / modified register : [] / memory data : \x10\x70\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d9c, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x8700, CPSR = 0x600001d3 / modified register : [] / memory data : \xc\x60\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d9c, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x8704, CPSR = 0x600001d3 / modified register : [] / memory data : \x8\x50\xe\xe5
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d9c, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x8708, CPSR = 0x600001d3 / modified register : [] / memory data : \x4\x40\xe\xe5
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d9c, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffc4, PC = 0x870c, CPSR = 0x600001d3 / modified register : ['lr'] / memory data : \x10\xe0\x8e\xe2
instruction : bne / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d9c, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffd4, PC = 0x8710, CPSR = 0x600001d3 / modified register : ['pc'] / memory data : \xf3\xff\xff\x1a
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d9c, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffffd4, PC = 0x8714, CPSR = 0x600001d3 / modified register : ['ip'] / memory data : \x1\xc0\x8c\xe2
instruction : tst / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d9c, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7, SP = 0x7fffff30, LR = 0x7fffffd4, PC = 0x8718, CPSR = 0x600001d3 / modified register : ['cpsr'] / memory data : \xc\x0\x12\xe3
instruction : and / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d9c, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7, SP = 0x7fffff30, LR = 0x7fffffd4, PC = 0x871c, CPSR = 0x200001d3 / modified register : ['r3'] / memory data : \xf\x30\x2\xe2
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0xc, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7, SP = 0x7fffff30, LR = 0x7fffffd4, PC = 0x8720, CPSR = 0x200001d3 / modified register : ['r1'] / memory data : \xc\x12\x81\xe0
instruction : moveq / register data :R0 = 0x7fffff54, R1 = 0x8d8c, R2 = 0x7c, R3 = 0xc, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7, SP = 0x7fffff30, LR = 0x7fffffd4, PC = 0x8724, CPSR = 0x200001d3 / modified register : ['r2'] / memory data : \x3\x20\xa0\x1
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d8c, R2 = 0x7c, R3 = 0xc, R4 = 0x19, R5 = 0x18, R6 = 0x17, R7 = 0x16, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x7, SP = 0x7fffff30, LR = 0x7fffffd4, PC = 0x8728, CPSR = 0x200001d3 / modified register : ['ip'] / memory data : \xc\xc2\x80\xe0
